FlightID,RouteCode,Origin,Destination,RouteType,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude
FL191930,BOM-SIN,BOM,SIN,International,2025-01-06,328,Boeing 787,250,145,1748013.19,2413763.38,19.0896,72.8656,1.3644,103.9915
FL191931,MAA-CCU,MAA,CCU,Domestic,2025-06-06,144,Airbus A320,180,139,729691.98,479324.4,12.9941,80.1709,22.6547,88.4467
FL191932,HYD-MAA,HYD,MAA,Domestic,2025-12-13,74,Boeing 737,174,161,727169.8,391191.44,17.2403,78.4294,12.9941,80.1709
FL191933,BLR-MAA,BLR,MAA,Domestic,2025-04-15,52,Boeing 737,174,148,454070.6,417316.26,13.1986,77.7066,12.9941,80.1709
FL191934,HYD-COK,HYD,COK,Domestic,2025-07-30,101,Boeing 737,174,127,505242.42,552428.42,17.2403,78.4294,10.152,76.4019
FL191935,HYD-CCU,HYD,CCU,Domestic,2025-10-28,119,Airbus A320,180,147,717632.32,513785.33,17.2403,78.4294,22.6547,88.4467
FL191936,JAI-DEL,JAI,DEL,Domestic,2025-11-21,56,Airbus A321,220,170,596460.45,720651.89,26.8242,75.8122,28.5562,77.1
FL191937,BOM-JFK,BOM,JFK,International,2025-08-24,946,Boeing 777,350,270,6108634.79,3614088.11,19.0896,72.8656,40.6413,-73.7781
FL191938,AMD-DEL,AMD,DEL,Domestic,2025-06-11,92,Boeing 737,174,127,474832.36,406646.29,23.0772,72.6347,28.5562,77.1
FL191939,BLR-KUL,BLR,KUL,International,2025-09-11,249,Boeing 737,174,108,1275290.47,1474529.93,13.1986,77.7066,2.7456,101.7072
FL191940,DEL-CCU,DEL,CCU,Domestic,2025-01-20,123,Airbus A321,220,149,797219.6,462739.96,28.5562,77.1,22.6547,88.4467
FL191941,AMD-DEL,AMD,DEL,Domestic,2025-03-17,90,Airbus A321,220,203,914687.39,498834.08,23.0772,72.6347,28.5562,77.1
FL191942,JAI-DEL,JAI,DEL,Domestic,2025-09-04,45,Airbus A320,180,156,667992.39,647751.51,26.8242,75.8122,28.5562,77.1
FL191943,BOM-BLR,BOM,BLR,Domestic,2025-01-31,96,Airbus A320,180,172,739331.04,494039.91,19.0896,72.8656,13.1986,77.7066
FL191944,COK-DEL,COK,DEL,Domestic,2025-06-25,181,Airbus A321,220,175,1259627.09,558172.37,10.152,76.4019,28.5562,77.1
FL191945,HYD-CCU,HYD,CCU,Domestic,2025-07-03,124,Airbus A320,180,125,582904.84,476432.1,17.2403,78.4294,22.6547,88.4467
FL191946,BOM-FRA,BOM,FRA,International,2025-11-17,516,Boeing 787,250,184,3409833.94,2347738.7,19.0896,72.8656,50.0379,8.5622
FL191947,BLR-COK,BLR,COK,Domestic,2025-09-03,53,Airbus A320,180,147,540529.98,394115.68,13.1986,77.7066,10.152,76.4019
FL191948,BOM-HYD,BOM,HYD,Domestic,2025-05-25,76,Airbus A320,180,137,531608.56,473639.06,19.0896,72.8656,17.2403,78.4294
FL191949,BLR-CCU,BLR,CCU,Domestic,2025-04-15,159,Boeing 737,174,158,953335.19,567503.42,13.1986,77.7066,22.6547,88.4467
FL191950,GOI-BOM,GOI,BOM,Domestic,2025-08-29,60,Boeing 737,174,113,376379.9,903261.99,15.3808,73.8314,19.0896,72.8656
FL191951,BLR-CCU,BLR,CCU,Domestic,2025-04-03,150,Airbus A321,220,180,1110138.79,584413.02,13.1986,77.7066,22.6547,88.4467
FL191952,BOM-BKK,BOM,BKK,International,2025-06-07,256,Airbus A321,220,147,2154772.66,1662795.56,19.0896,72.8656,13.69,100.7501
FL191953,DEL-FRA,DEL,FRA,International,2025-12-02,498,Boeing 787,250,185,3151331.07,2215658.09,28.5562,77.1,50.0379,8.5622
FL191954,HYD-MAA,HYD,MAA,Domestic,2025-05-01,70,Airbus A320,180,126,382705.52,325222.44,17.2403,78.4294,12.9941,80.1709
FL191955,MAA-SIN,MAA,SIN,International,2025-03-13,254,Boeing 737,174,150,2253450.85,1538917.05,12.9941,80.1709,1.3644,103.9915
FL191956,PNQ-DEL,PNQ,DEL,Domestic,2025-02-12,132,Airbus A320,180,167,830697.26,587916.01,18.5821,73.9197,28.5562,77.1
FL191957,BOM-DOH,BOM,DOH,International,2025-08-23,205,Boeing 787,250,161,2438991.86,1587512.21,19.0896,72.8656,25.2731,51.6081
FL191958,DEL-SIN,DEL,SIN,International,2025-09-08,344,Boeing 737,174,124,1581162.9,1805203.8,28.5562,77.1,1.3644,103.9915
FL191959,DEL-CCU,DEL,CCU,Domestic,2025-10-17,130,Boeing 737,174,169,888791.75,553343.25,28.5562,77.1,22.6547,88.4467
FL191960,HYD-CCU,HYD,CCU,Domestic,2025-02-11,114,Airbus A321,220,162,723327.72,509353.52,17.2403,78.4294,22.6547,88.4467
FL191961,MAA-CCU,MAA,CCU,Domestic,2025-01-23,131,Airbus A320,180,135,684331.44,503506.89,12.9941,80.1709,22.6547,88.4467
FL191962,DEL-HYD,DEL,HYD,Domestic,2025-05-31,127,Airbus A320,180,175,889079.64,497574.0,28.5562,77.1,17.2403,78.4294
FL191963,BLR-HYD,BLR,HYD,Domestic,2025-08-03,76,Airbus A320,180,120,554119.32,445718.06,13.1986,77.7066,17.2403,78.4294
FL191964,HYD-COK,HYD,COK,Domestic,2025-08-25,102,Airbus A321,220,148,678103.22,452243.34,17.2403,78.4294,10.152,76.4019
FL191965,BOM-CCU,BOM,CCU,Domestic,2025-11-16,161,Airbus A320,180,104,612405.82,515014.31,19.0896,72.8656,22.6547,88.4467
FL191966,BLR-PNQ,BLR,PNQ,Domestic,2025-04-23,92,Airbus A320,180,175,572642.16,488317.22,13.1986,77.7066,18.5821,73.9197
FL191967,GOI-DEL,GOI,DEL,Domestic,2025-02-05,136,Boeing 737,174,152,835260.27,1040965.18,15.3808,73.8314,28.5562,77.1
FL191968,BOM-BKK,BOM,BKK,International,2025-01-18,258,Airbus A321,220,162,2106772.72,1761960.48,19.0896,72.8656,13.69,100.7501
FL191969,BOM-LHR,BOM,LHR,International,2025-04-13,554,Airbus A350,315,206,4187366.32,2501083.17,19.0896,72.8656,51.47,-0.4543
FL191970,BLR-SIN,BLR,SIN,International,2025-03-12,260,Boeing 737,174,164,2542364.4,1907353.43,13.1986,77.7066,1.3644,103.9915
FL191971,BOM-CCU,BOM,CCU,Domestic,2025-10-22,155,Airbus A320,180,143,896650.19,536987.45,19.0896,72.8656,22.6547,88.4467
FL191972,BOM-CCU,BOM,CCU,Domestic,2025-11-21,154,Boeing 737,174,134,793529.94,505173.95,19.0896,72.8656,22.6547,88.4467
FL191973,BOM-DOH,BOM,DOH,International,2025-09-18,206,Boeing 787,250,188,2690605.51,1518044.99,19.0896,72.8656,25.2731,51.6081
FL191974,DEL-SIN,DEL,SIN,International,2025-01-06,333,Boeing 737,174,161,2422202.72,1767459.37,28.5562,77.1,1.3644,103.9915
FL191975,MAA-DXB,MAA,DXB,International,2025-06-01,244,Boeing 787,250,175,2862065.17,1748012.11,12.9941,80.1709,25.2532,55.3657
FL191976,HYD-MAA,HYD,MAA,Domestic,2025-07-16,76,Boeing 737,174,152,656584.5,385867.15,17.2403,78.4294,12.9941,80.1709
FL191977,DEL-HYD,DEL,HYD,Domestic,2025-07-05,126,Boeing 737,174,111,537480.04,520154.47,28.5562,77.1,17.2403,78.4294
FL191978,AMD-DEL,AMD,DEL,Domestic,2025-05-20,97,Airbus A321,220,143,619203.61,473798.47,23.0772,72.6347,28.5562,77.1
FL191979,HYD-MAA,HYD,MAA,Domestic,2025-03-29,66,Boeing 737,174,133,500971.75,378937.35,17.2403,78.4294,12.9941,80.1709
FL191980,BOM-CDG,BOM,CDG,International,2025-10-13,543,Airbus A350,315,241,4150907.48,2441796.6,19.0896,72.8656,49.0097,2.5479
FL191981,HYD-MAA,HYD,MAA,Domestic,2025-02-21,80,Airbus A320,180,144,569220.27,396070.78,17.2403,78.4294,12.9941,80.1709
FL191982,DEL-AMD,DEL,AMD,Domestic,2025-04-03,105,Boeing 737,174,145,581618.56,484280.6,28.5562,77.1,23.0772,72.6347
FL191983,GOI-BOM,GOI,BOM,Domestic,2025-10-04,58,Airbus A321,220,173,727902.16,949394.47,15.3808,73.8314,19.0896,72.8656
FL191984,BLR-MAA,BLR,MAA,Domestic,2025-06-02,48,Airbus A321,220,162,631572.16,382152.76,13.1986,77.7066,12.9941,80.1709
FL191985,AMD-DEL,AMD,DEL,Domestic,2025-10-25,76,Airbus A320,180,156,755874.79,350379.13,23.0772,72.6347,28.5562,77.1
FL191986,DEL-SYD,DEL,SYD,International,2025-02-03,810,Airbus A350,315,222,4647522.36,3377701.5,28.5562,77.1,-33.9399,151.1753
FL191987,PNQ-DEL,PNQ,DEL,Domestic,2025-03-13,124,Boeing 737,174,125,615214.32,559462.25,18.5821,73.9197,28.5562,77.1
FL191988,DEL-MAA,DEL,MAA,Domestic,2025-03-16,163,Airbus A321,220,134,659980.96,566063.23,28.5562,77.1,12.9941,80.1709
FL191989,HYD-CCU,HYD,CCU,Domestic,2025-11-02,115,Airbus A320,180,166,744610.31,471565.79,17.2403,78.4294,22.6547,88.4467
FL191990,BLR-COK,BLR,COK,Domestic,2025-09-09,64,Airbus A321,220,166,589229.7,407765.88,13.1986,77.7066,10.152,76.4019
FL191991,AMD-BLR,AMD,BLR,Domestic,2025-07-20,130,Boeing 737,174,117,555846.46,481766.82,23.0772,72.6347,13.1986,77.7066
FL191992,BLR-CCU,BLR,CCU,Domestic,2025-03-12,144,Airbus A321,220,170,755011.59,576652.16,13.1986,77.7066,22.6547,88.4467
FL191993,BOM-JFK,BOM,JFK,International,2025-08-22,946,Boeing 777,350,286,6670761.82,3597058.42,19.0896,72.8656,40.6413,-73.7781
FL191994,PNQ-DEL,PNQ,DEL,Domestic,2025-01-05,106,Airbus A320,180,120,623710.67,539437.92,18.5821,73.9197,28.5562,77.1
FL191995,DEL-CDG,DEL,CDG,International,2025-04-18,518,Boeing 787,250,181,3293967.58,2228941.25,28.5562,77.1,49.0097,2.5479
FL191996,BOM-NRT,BOM,NRT,International,2025-04-02,527,Boeing 787,250,185,3527570.18,2535951.42,19.0896,72.8656,35.772,140.3929
FL191997,DEL-DOH,DEL,DOH,International,2025-09-20,212,Boeing 737,174,145,2098756.34,1669042.83,28.5562,77.1,25.2731,51.6081
FL191998,DEL-SIN,DEL,SIN,International,2025-03-09,349,Boeing 787,250,162,2435052.71,1992154.96,28.5562,77.1,1.3644,103.9915
FL191999,BOM-MAA,BOM,MAA,Domestic,2025-01-12,106,Boeing 737,174,121,523237.76,424927.48,19.0896,72.8656,12.9941,80.1709
FL192000,GOI-BOM,GOI,BOM,Domestic,2025-07-12,63,Airbus A321,220,157,531156.18,940175.51,15.3808,73.8314,19.0896,72.8656
FL192001,MAA-DXB,MAA,DXB,International,2025-12-24,249,Boeing 737,174,136,1583413.71,1628860.29,12.9941,80.1709,25.2532,55.3657
FL192002,BOM-BLR,BOM,BLR,Domestic,2025-02-24,111,Boeing 737,174,117,499719.33,507625.39,19.0896,72.8656,13.1986,77.7066
FL192003,JAI-DEL,JAI,DEL,Domestic,2025-05-09,47,Boeing 737,174,148,397638.84,720357.84,26.8242,75.8122,28.5562,77.1
FL192004,DEL-HYD,DEL,HYD,Domestic,2025-05-10,123,Airbus A320,180,144,902229.55,513521.21,28.5562,77.1,17.2403,78.4294
FL192005,DEL-JFK,DEL,JFK,International,2025-11-25,906,Boeing 787,250,177,3310931.55,3413337.65,28.5562,77.1,40.6413,-73.7781
FL192006,GOI-DEL,GOI,DEL,Domestic,2025-04-27,146,Airbus A320,180,115,651621.25,911015.29,15.3808,73.8314,28.5562,77.1
FL192007,BOM-CCU,BOM,CCU,Domestic,2025-07-08,152,Airbus A320,180,154,961893.16,521527.63,19.0896,72.8656,22.6547,88.4467
FL192008,HYD-MAA,HYD,MAA,Domestic,2025-01-12,80,Airbus A321,220,134,522988.57,432497.57,17.2403,78.4294,12.9941,80.1709
FL192009,BLR-CCU,BLR,CCU,Domestic,2025-04-30,150,Boeing 737,174,140,733409.39,593776.15,13.1986,77.7066,22.6547,88.4467
FL192010,DEL-SYD,DEL,SYD,International,2025-06-12,796,Airbus A350,315,212,4189143.32,3304278.7,28.5562,77.1,-33.9399,151.1753
FL192011,PNQ-BLR,PNQ,BLR,Domestic,2025-09-14,100,Airbus A320,180,142,611605.49,507004.65,18.5821,73.9197,13.1986,77.7066
FL192012,BLR-COK,BLR,COK,Domestic,2025-12-14,58,Airbus A321,220,174,618812.5,434496.04,13.1986,77.7066,10.152,76.4019
FL192013,DEL-BLR,DEL,BLR,Domestic,2025-07-05,154,Airbus A321,220,190,1163368.83,626931.39,28.5562,77.1,13.1986,77.7066
FL192014,BOM-NRT,BOM,NRT,International,2025-06-10,539,Airbus A350,315,213,3973503.33,3152086.8,19.0896,72.8656,35.772,140.3929
FL192015,BLR-KUL,BLR,KUL,International,2025-12-23,252,Airbus A321,220,178,2205356.72,1660957.53,13.1986,77.7066,2.7456,101.7072
FL192016,BLR-CCU,BLR,CCU,Domestic,2025-12-29,139,Boeing 737,174,143,723367.45,564958.34,13.1986,77.7066,22.6547,88.4467
FL192017,MAA-COK,MAA,COK,Domestic,2025-06-07,80,Airbus A320,180,101,371144.31,346738.31,12.9941,80.1709,10.152,76.4019
FL192018,DEL-DXB,DEL,DXB,International,2025-06-12,193,Airbus A321,220,164,2449151.57,1479972.98,28.5562,77.1,25.2532,55.3657
FL192019,BOM-CDG,BOM,CDG,International,2025-04-22,535,Airbus A350,315,219,4093782.73,2404747.81,19.0896,72.8656,49.0097,2.5479
FL192020,COK-DEL,COK,DEL,Domestic,2025-01-06,187,Boeing 737,174,125,777211.02,506928.59,10.152,76.4019,28.5562,77.1
FL192021,BOM-MAA,BOM,MAA,Domestic,2025-08-12,97,Airbus A320,180,116,579556.85,492167.21,19.0896,72.8656,12.9941,80.1709
FL192022,GOI-DEL,GOI,DEL,Domestic,2025-03-04,141,Airbus A320,180,161,733253.87,959694.31,15.3808,73.8314,28.5562,77.1
FL192023,DEL-AMD,DEL,AMD,Domestic,2025-03-11,77,Airbus A321,220,152,560544.16,416892.59,28.5562,77.1,23.0772,72.6347
FL192024,JAI-DEL,JAI,DEL,Domestic,2025-09-04,55,Airbus A321,220,156,674789.52,763622.38,26.8242,75.8122,28.5562,77.1
FL192025,GOI-DEL,GOI,DEL,Domestic,2025-09-17,142,Airbus A321,220,149,703351.95,1060338.93,15.3808,73.8314,28.5562,77.1
FL192026,DEL-MAA,DEL,MAA,Domestic,2025-01-25,163,Airbus A320,180,156,763846.29,572957.21,28.5562,77.1,12.9941,80.1709
FL192027,HYD-COK,HYD,COK,Domestic,2025-12-27,95,Airbus A320,180,129,551981.51,403042.29,17.2403,78.4294,10.152,76.4019
FL192028,DEL-AMD,DEL,AMD,Domestic,2025-06-17,97,Boeing 737,174,123,418359.24,494614.38,28.5562,77.1,23.0772,72.6347
FL192029,GOI-DEL,GOI,DEL,Domestic,2025-11-05,144,Airbus A321,220,188,1047930.08,1076042.27,15.3808,73.8314,28.5562,77.1
FL192030,BOM-MAA,BOM,MAA,Domestic,2025-01-23,112,Boeing 737,174,145,692534.96,491657.32,19.0896,72.8656,12.9941,80.1709
FL192031,DEL-CCU,DEL,CCU,Domestic,2025-04-15,127,Airbus A320,180,127,694817.0,450545.83,28.5562,77.1,22.6547,88.4467
FL192032,DEL-CCU,DEL,CCU,Domestic,2025-01-19,130,Boeing 737,174,156,1034761.78,493729.57,28.5562,77.1,22.6547,88.4467
FL192033,COK-BOM,COK,BOM,Domestic,2025-07-10,108,Airbus A320,180,119,595332.36,529778.28,10.152,76.4019,19.0896,72.8656
FL192034,BOM-BLR,BOM,BLR,Domestic,2025-08-01,81,Boeing 737,174,100,441487.98,433576.38,19.0896,72.8656,13.1986,77.7066
FL192035,DEL-SIN,DEL,SIN,International,2025-03-15,340,Boeing 737,174,109,1428769.43,1815968.29,28.5562,77.1,1.3644,103.9915
FL192036,DEL-LHR,DEL,LHR,International,2025-04-28,532,Airbus A350,315,242,4158290.69,2378649.44,28.5562,77.1,51.47,-0.4543
FL192037,AMD-DEL,AMD,DEL,Domestic,2025-09-07,82,Airbus A320,180,151,659011.79,398323.38,23.0772,72.6347,28.5562,77.1
FL192038,AMD-DEL,AMD,DEL,Domestic,2025-02-11,101,Airbus A320,180,128,505758.67,508155.69,23.0772,72.6347,28.5562,77.1
FL192039,MAA-CCU,MAA,CCU,Domestic,2025-09-30,156,Airbus A320,180,119,651265.8,515921.31,12.9941,80.1709,22.6547,88.4467
FL192040,DEL-JFK,DEL,JFK,International,2025-03-23,884,Boeing 777,350,270,6161307.17,3495385.49,28.5562,77.1,40.6413,-73.7781
FL192041,DEL-BLR,DEL,BLR,Domestic,2025-06-07,159,Boeing 737,174,83,496261.03,521991.8,28.5562,77.1,13.1986,77.7066
FL192042,MAA-DXB,MAA,DXB,International,2025-07-12,262,Airbus A321,220,160,2304483.16,1729978.36,12.9941,80.1709,25.2532,55.3657
FL192043,DEL-CCU,DEL,CCU,Domestic,2025-11-21,134,Boeing 737,174,149,870333.25,524311.42,28.5562,77.1,22.6547,88.4467
FL192044,AMD-BLR,AMD,BLR,Domestic,2025-07-19,125,Airbus A321,220,178,777445.78,563254.08,23.0772,72.6347,13.1986,77.7066
FL192045,DEL-DOH,DEL,DOH,International,2025-03-19,225,Boeing 787,250,191,2783920.29,1560414.11,28.5562,77.1,25.2731,51.6081
FL192046,BOM-DXB,BOM,DXB,International,2025-01-30,174,Airbus A320,180,130,1694031.69,1312309.61,19.0896,72.8656,25.2532,55.3657
FL192047,BLR-PNQ,BLR,PNQ,Domestic,2025-02-23,86,Airbus A321,220,170,721771.42,499795.6,13.1986,77.7066,18.5821,73.9197
FL192048,HYD-MAA,HYD,MAA,Domestic,2025-04-18,66,Airbus A320,180,144,379565.05,423392.53,17.2403,78.4294,12.9941,80.1709
FL192049,GOI-BOM,GOI,BOM,Domestic,2025-07-18,78,Airbus A321,220,182,749090.3,965036.03,15.3808,73.8314,19.0896,72.8656
FL192050,GOI-BOM,GOI,BOM,Domestic,2025-07-08,65,Boeing 737,174,93,316294.26,789414.24,15.3808,73.8314,19.0896,72.8656
FL192051,BLR-CCU,BLR,CCU,Domestic,2025-10-09,146,Airbus A320,180,153,768098.45,491468.57,13.1986,77.7066,22.6547,88.4467
FL192052,BOM-DEL,BOM,DEL,Domestic,2025-11-04,118,Airbus A321,220,184,669622.52,479262.86,19.0896,72.8656,28.5562,77.1
FL192053,HYD-COK,HYD,COK,Domestic,2025-10-09,81,Airbus A321,220,186,883718.94,445156.17,17.2403,78.4294,10.152,76.4019
FL192054,AMD-DEL,AMD,DEL,Domestic,2025-02-19,92,Boeing 737,174,113,386178.4,408045.34,23.0772,72.6347,28.5562,77.1
FL192055,LKO-DEL,LKO,DEL,Domestic,2025-05-15,61,Airbus A320,180,160,405155.98,736912.41,26.7606,80.8893,28.5562,77.1
FL192056,PNQ-DEL,PNQ,DEL,Domestic,2025-12-18,106,Airbus A321,220,196,1011632.64,546939.17,18.5821,73.9197,28.5562,77.1
FL192057,DEL-CCU,DEL,CCU,Domestic,2025-12-12,130,Boeing 737,174,123,747060.34,495124.82,28.5562,77.1,22.6547,88.4467
FL192058,DEL-AMD,DEL,AMD,Domestic,2025-08-30,87,Airbus A320,180,128,587960.31,491825.67,28.5562,77.1,23.0772,72.6347
FL192059,DEL-AMD,DEL,AMD,Domestic,2025-05-17,77,Airbus A320,180,149,728692.57,361799.34,28.5562,77.1,23.0772,72.6347
FL192060,BLR-KUL,BLR,KUL,International,2025-03-23,255,Airbus A321,220,172,2258851.61,1622563.36,13.1986,77.7066,2.7456,101.7072
FL192061,BOM-DOH,BOM,DOH,International,2025-05-29,198,Boeing 737,174,118,1453305.34,1336122.28,19.0896,72.8656,25.2731,51.6081
FL192062,DEL-JFK,DEL,JFK,International,2025-07-19,879,Boeing 787,250,192,4385478.84,3352201.37,28.5562,77.1,40.6413,-73.7781
FL192063,BLR-COK,BLR,COK,Domestic,2025-01-14,71,Airbus A321,220,183,764556.03,481031.83,13.1986,77.7066,10.152,76.4019
FL192064,DEL-LHR,DEL,LHR,International,2025-04-28,520,Boeing 777,350,258,4242374.89,2405504.67,28.5562,77.1,51.47,-0.4543
FL192065,GOI-DEL,GOI,DEL,Domestic,2025-03-22,145,Boeing 737,174,158,822684.38,1077477.8,15.3808,73.8314,28.5562,77.1
FL192066,MAA-CCU,MAA,CCU,Domestic,2025-01-26,140,Airbus A321,220,212,1061773.15,543556.88,12.9941,80.1709,22.6547,88.4467
FL192067,BLR-CCU,BLR,CCU,Domestic,2025-04-04,163,Airbus A320,180,119,648925.58,490980.7,13.1986,77.7066,22.6547,88.4467
FL192068,GOI-BOM,GOI,BOM,Domestic,2025-03-07,70,Airbus A320,180,130,447152.36,904274.55,15.3808,73.8314,19.0896,72.8656
FL192069,HYD-DXB,HYD,DXB,International,2025-09-25,216,Airbus A321,220,128,1947419.39,1578831.3,17.2403,78.4294,25.2532,55.3657
FL192070,DEL-HYD,DEL,HYD,Domestic,2025-09-26,125,Boeing 737,174,144,603352.09,483353.9,28.5562,77.1,17.2403,78.4294
FL192071,BLR-COK,BLR,COK,Domestic,2025-07-07,60,Airbus A320,180,115,457620.85,377460.27,13.1986,77.7066,10.152,76.4019
FL192072,DEL-SIN,DEL,SIN,International,2025-09-16,352,Boeing 737,174,121,1859626.61,2079307.48,28.5562,77.1,1.3644,103.9915
FL192073,HYD-CCU,HYD,CCU,Domestic,2025-02-23,119,Airbus A320,180,149,720670.1,452972.55,17.2403,78.4294,22.6547,88.4467
FL192074,DEL-JFK,DEL,JFK,International,2025-07-17,882,Boeing 787,250,175,3917812.76,3293240.57,28.5562,77.1,40.6413,-73.7781
FL192075,AMD-BLR,AMD,BLR,Domestic,2025-06-10,135,Airbus A321,220,178,884701.7,475791.32,23.0772,72.6347,13.1986,77.7066
FL192076,BLR-KUL,BLR,KUL,International,2025-10-12,257,Airbus A321,220,213,2644744.12,1607962.61,13.1986,77.7066,2.7456,101.7072
FL192077,DEL-BKK,DEL,BKK,International,2025-12-14,251,Boeing 787,250,187,2326635.18,1722291.51,28.5562,77.1,13.69,100.7501
FL192078,MAA-CCU,MAA,CCU,Domestic,2025-10-13,122,Airbus A320,180,143,806715.31,462594.36,12.9941,80.1709,22.6547,88.4467
FL192079,DEL-SYD,DEL,SYD,International,2025-09-26,794,Boeing 787,250,151,3422501.8,3233848.94,28.5562,77.1,-33.9399,151.1753
FL192080,BOM-HYD,BOM,HYD,Domestic,2025-05-03,79,Airbus A320,180,148,581810.0,446052.62,19.0896,72.8656,17.2403,78.4294
FL192081,COK-DEL,COK,DEL,Domestic,2025-01-05,185,Boeing 737,174,125,827898.07,582041.15,10.152,76.4019,28.5562,77.1
FL192082,DEL-DOH,DEL,DOH,International,2025-05-26,218,Boeing 787,250,205,2891336.45,1582247.33,28.5562,77.1,25.2731,51.6081
FL192083,BOM-BLR,BOM,BLR,Domestic,2025-05-28,105,Airbus A321,220,179,742507.31,503551.78,19.0896,72.8656,13.1986,77.7066
FL192084,DEL-SIN,DEL,SIN,International,2025-02-18,341,Boeing 787,250,184,2810750.96,1961418.29,28.5562,77.1,1.3644,103.9915
FL192085,COK-DEL,COK,DEL,Domestic,2025-09-14,183,Boeing 737,174,120,743196.69,585740.94,10.152,76.4019,28.5562,77.1
FL192086,AMD-BLR,AMD,BLR,Domestic,2025-05-29,120,Airbus A320,180,113,529910.12,421316.03,23.0772,72.6347,13.1986,77.7066
FL192087,AMD-DEL,AMD,DEL,Domestic,2025-06-07,83,Airbus A320,180,125,562516.66,408888.69,23.0772,72.6347,28.5562,77.1
FL192088,BLR-KUL,BLR,KUL,International,2025-07-31,239,Boeing 737,174,124,1772506.97,1471538.76,13.1986,77.7066,2.7456,101.7072
FL192089,DEL-LHR,DEL,LHR,International,2025-05-12,531,Boeing 777,350,290,5432759.46,2430135.24,28.5562,77.1,51.47,-0.4543
FL192090,BLR-COK,BLR,COK,Domestic,2025-02-02,65,Airbus A320,180,158,646818.49,342940.93,13.1986,77.7066,10.152,76.4019
FL192091,BLR-CCU,BLR,CCU,Domestic,2025-01-03,147,Airbus A320,180,157,777776.15,626793.17,13.1986,77.7066,22.6547,88.4467
FL192092,BLR-MAA,BLR,MAA,Domestic,2025-09-21,60,Airbus A320,180,132,522863.63,451564.99,13.1986,77.7066,12.9941,80.1709
FL192093,DEL-AMD,DEL,AMD,Domestic,2025-02-12,93,Airbus A321,220,167,694607.03,463601.04,28.5562,77.1,23.0772,72.6347
FL192094,HYD-CCU,HYD,CCU,Domestic,2025-06-28,115,Airbus A321,220,174,917534.58,526816.34,17.2403,78.4294,22.6547,88.4467
FL192095,BOM-CCU,BOM,CCU,Domestic,2025-12-29,158,Airbus A320,180,166,982720.96,517006.32,19.0896,72.8656,22.6547,88.4467
FL192096,HYD-MAA,HYD,MAA,Domestic,2025-09-07,61,Airbus A321,220,197,851420.88,445342.12,17.2403,78.4294,12.9941,80.1709
FL192097,DEL-AMD,DEL,AMD,Domestic,2025-01-23,85,Airbus A320,180,124,442059.44,443680.3,28.5562,77.1,23.0772,72.6347
FL192098,DEL-AMD,DEL,AMD,Domestic,2025-01-30,102,Airbus A320,180,121,577754.23,474096.7,28.5562,77.1,23.0772,72.6347
FL192099,BLR-COK,BLR,COK,Domestic,2025-09-07,65,Airbus A321,220,152,626090.02,441098.59,13.1986,77.7066,10.152,76.4019
FL192100,DEL-BKK,DEL,BKK,International,2025-10-22,238,Airbus A321,220,205,2721589.6,1665360.47,28.5562,77.1,13.69,100.7501
FL192101,DEL-DXB,DEL,DXB,International,2025-09-10,200,Boeing 737,174,152,1823976.39,1472271.79,28.5562,77.1,25.2532,55.3657
FL192102,DEL-LHR,DEL,LHR,International,2025-01-12,525,Airbus A350,315,200,3588223.26,2369309.89,28.5562,77.1,51.47,-0.4543
FL192103,COK-DEL,COK,DEL,Domestic,2025-08-20,182,Airbus A321,220,189,1191141.96,529033.14,10.152,76.4019,28.5562,77.1
FL192104,DEL-FRA,DEL,FRA,International,2025-11-25,485,Boeing 787,250,171,2717729.93,2195246.37,28.5562,77.1,50.0379,8.5622
FL192105,COK-BOM,COK,BOM,Domestic,2025-09-13,119,Airbus A320,180,155,732190.19,460078.17,10.152,76.4019,19.0896,72.8656
FL192106,AMD-DEL,AMD,DEL,Domestic,2025-06-14,86,Airbus A321,220,162,664377.83,410823.18,23.0772,72.6347,28.5562,77.1
FL192107,MAA-COK,MAA,COK,Domestic,2025-10-08,74,Airbus A320,180,125,443976.4,353631.94,12.9941,80.1709,10.152,76.4019
FL192108,BLR-HYD,BLR,HYD,Domestic,2025-11-06,71,Boeing 737,174,129,596775.06,451361.53,13.1986,77.7066,17.2403,78.4294
FL192109,BOM-DEL,BOM,DEL,Domestic,2025-08-04,118,Boeing 737,174,110,674996.78,444010.54,19.0896,72.8656,28.5562,77.1
FL192110,DEL-HYD,DEL,HYD,Domestic,2025-02-18,132,Boeing 737,174,135,636853.67,518151.55,28.5562,77.1,17.2403,78.4294
FL192111,BOM-BKK,BOM,BKK,International,2025-06-03,252,Boeing 737,174,116,1505676.72,1621464.15,19.0896,72.8656,13.69,100.7501
FL192112,BOM-JFK,BOM,JFK,International,2025-06-24,954,Boeing 777,350,224,4977753.04,3647406.67,19.0896,72.8656,40.6413,-73.7781
FL192113,AMD-DEL,AMD,DEL,Domestic,2025-01-30,85,Boeing 737,174,153,672482.22,450436.99,23.0772,72.6347,28.5562,77.1
FL192114,BOM-LHR,BOM,LHR,International,2025-12-27,555,Airbus A350,315,286,4574549.59,2484073.76,19.0896,72.8656,51.47,-0.4543
